Date,AlgaeMeanCC,AlgaeMeanCI,AlgaeMeanHA,AlgaeMeanLA,AlgaeMeanSN,AlgaeMeanWAT,AlgaeSTDCC,AlgaeSTDCI,AlgaeSTDHA,AlgaeSTDLA,AlgaeSTDSN,AlgaeSTDWAT,ClassCountCC,ClassCountCI,ClassCountHA,ClassCountLA,ClassCountSN,ClassCountWAT,DensityMeanCC,DensityMeanCI,DensityMeanHA,DensityMeanLA,DensityMeanSN,DensityMeanWAT,DensitySTDCC,DensitySTDCI,DensitySTDHA,DensitySTDLA,DensitySTDSN,DensitySTDWAT,DustMeanCC,DustMeanCI,DustMeanHA,DustMeanLA,DustMeanSN,DustMeanWAT,DustSTDCC,DustSTDCI,DustSTDHA,DustSTDLA,DustSTDSN,DustSTDWAT,GrainMeanCC,GrainMeanCI,GrainMeanHA,GrainMeanLA,GrainMeanSN,GrainMeanWAT,GrainSTDCC,GrainSTDCI,GrainSTDHA,GrainSTDLA,GrainSTDSN,GrainSTDWAT,DOY
,6153.97595847914,12984.6060480022,205208.508039407,59370.6845376034,5984.9759259556,5797.14349374955,38631.4810341303,37245.021084063,142167.925192758,100726.60488109,19397.763419755,11398.6216120866,153411.5,4128675.83333333,157944.333333333,305980,12768176.5,65784.5,265.689839105054,523.825001702278,340.829222597054,380.657536598881,589.509912811651,202.401600811952,131.767380149267,277.257772827519,95.378676174231,216.017038877721,241.109779498288,109.608148340555,20247.3121013755,35749.7132592268,23776.4681741212,27021.6763630584,18370.7003046222,30586.0995232909,19848.4259017176,45075.4473681508,23797.4882823578,27805.2555154913,40188.0310480153,23891.3274818775,18908.3936836398,15903.1888804191,17499.1279630498,14827.2483598248,13905.4373993995,22651.8687494734,4900.64219569187,5769.14835475206,4047.34243311324,3299.18578696961,6619.35662021206,4135.05411627211,
,7673.18810133133,6148.93137367422,144526.294732551,43291.1063920644,4181.72724527087,2111.44037189181,41204.6493870803,22927.9290565429,112315.965781481,80801.9938988008,12440.4107055541,10564.8893417131,129346.833333333,5114914,140607.333333333,301836.666666667,12166195.3333333,14579,365.646246842324,688.922601603925,370.626155811687,439.189858379523,674.68034602746,274.031832579136,64.6851075738984,187.944523778063,48.6403190407761,190.044508020281,126.731647171021,81.0951216304701,15520.7882193154,28552.0481278928,15715.6026339289,11222.3980289086,11956.1199729221,11290.6299715581,15839.0741755179,37656.3774793989,18183.5740674491,13646.7229311547,27464.9652658699,16673.8151978204,16253.1168914015,10938.9943127435,16232.7910375702,15454.5597347541,9176.39371337948,19461.4400505712,2479.51152293015,5296.6291832364,1975.07345184445,2382.84946720791,3520.30208851501,3279.47813419416,
,6515.31273581989,4841.91832045717,132191.627388309,31410.5024824221,2968.40450166242,48619.901365358,36103.3539063437,17637.0520121364,104353.018059661,49975.7884660437,10995.3151091505,31496.4009091435,121722.166666667,5763563.66666667,122884.666666667,319399,11378216.1666667,12566.6666666667,372.550703418294,717.93601072556,378.959536569791,464.866861301552,748.572202465138,318.445845050302,46.8143895020543,152.816666859832,46.0934294127078,157.689334119779,79.5137817291332,48.4983627192216,16870.2254034866,32024.7876455956,18926.1408071586,30186.9610154316,6532.84626180819,15885.5164740199,12694.9556000578,40765.0090944322,15735.4264735602,22874.3324721503,20460.5322735621,12234.0256064045,15858.8186646579,7221.5961830232,15715.1348588019,13569.4479133826,5885.10614671509,17364.1937442602,1591.22437899873,3717.12849260007,1640.42122384387,2508.78264614268,2196.7721070973,1958.08109747081,
,2626.35431458786,525.192929943526,87907.9791827039,15098.9078652652,34.3494262516272,60445.1443917213,17748.8488112177,4447.0698110811,87022.3864750394,29636.3415270971,601.925550988008,31745.2861348625,108486.833333333,6590696.66666667,145059.5,402417.333333333,10623215.5,10776.3333333333,393.386007262708,767.765459195501,400.925628988176,493.436263148243,800.323669260517,297.677067836777,18.6037482878661,110.957704532345,14.3783872509817,153.034289262733,31.7009125011508,29.9597804441404,17518.7708868582,32330.8657761062,19458.2862085981,37123.859621387,5701.93129734177,17968.7281336359,10800.237482916,38945.7397355141,15089.9375793011,24313.2224760279,17317.1008462089,9611.0532094952,15129.4626605976,6186.74160347952,14942.4793875177,13246.8459989347,2975.66113992116,13279.9527186761,444.921945419239,3589.97895545819,493.906112086393,2232.38630616352,875.425683719624,891.239607027581,
,2200.38650277241,354.041178826603,99683.9254268452,7089.36013775935,35.009868244738,44879.2720557442,14594.8119753815,2026.82617079135,89425.1098986883,16829.4887947318,220.607769272155,13596.9840055567,141186.833333333,6385929,144667.5,630835.5,10440454.3333333,22144,399.993906487237,791.081012073154,400.378847452376,511.984571096294,805.594431710062,400.024909702329,0.508592504916786,77.567395024296,8.70586166134022,145.184150681049,25.9332660711283,0.843258731090336,16337.4644837125,24403.4127261068,12999.74809257,12189.6416093019,7047.87664083699,10160.8173447316,12743.8058634935,32044.2787340557,14021.9181787245,11835.8004109066,17377.9301928769,4060.97841706613,15000.1038686345,7008.63111179273,14983.9679124944,14384.9318844905,2941.72819651443,15000,10.0578307403437,3554.38541598607,253.042168400818,1599.39229153591,612.838795542765,0,
,11832.9719056091,643.547945664773,91566.6050440012,8304.38259186968,60.5444532597442,51284.7833115518,38886.1645739023,3323.7514927424,93256.2375896268,19758.3778630628,573.462032076376,16172.4244195513,146102.5,6390883.5,161049.333333333,626256.833333334,9897881.66666667,10310.3333333333,399.997829974133,767.426245836514,400.742953124654,505.861447975411,796.296252257163,399.898851962503,0.227294024401022,108.546895401619,11.54424186847,150.920207938196,38.9106374101578,3.6836079928686,14959.788459593,31132.8824363162,13416.686769723,14716.9424235979,9976.61500111053,11511.9361334264,12899.0297353465,38333.3317249432,14776.9241873686,16948.9177505033,23074.2294189621,4835.84890356862,14999.996304488,7071.54288425289,14968.6490711278,14110.6147057741,3265.77464474739,15001.6512755785,1.56960536446926,4019.02687445166,367.852534625325,2035.26425065844,1277.28156987326,48.9804665141811,
,17863.5922143691,950.832293945004,90991.278957728,12740.7110168448,62.3514956909241,60639.1451586543,58786.5035812984,4830.5858299426,98053.6554194974,28905.3957429476,804.760660073265,20272.9252631139,127342.333333333,6449991,147295.666666667,502495.666666667,9945806.5,6570.66666666667,399.760817005892,768.346626651189,400.806659593088,507.136954065759,802.580080795872,399.532967218762,3.19665269418734,126.975291204724,13.9265127668071,163.62124758527,46.4903270224307,6.47084888078782,14927.3449385285,33898.15627627,14657.5494615555,20219.2269945139,10379.0416403974,16715.4127694268,13146.4088170624,41176.2639831604,15278.9497435864,17890.8717390667,25353.6280309571,5523.39574082043,15005.2757955891,6493.37347441121,14980.6978436299,13864.7226000232,3238.16533088596,15006.7779270071,74.0977721141527,4182.71603199826,345.020510700495,2485.66206321636,1656.66139576889,86.0170799442595,
,6918.62388819674,1024.40714716152,86971.7030409312,14964.3125309892,54.1446713307,1675.9126390415,35443.3878890852,5121.98586228596,95069.8521949428,32917.5600188003,764.533840277423,10004.0839626967,144573.333333333,7301802.66666667,192238.333333333,759494.166666667,8799540.5,6289.33333333333,383.252075775671,764.968344214714,402.684860709044,518.946428955801,801.372931919503,377.531989366907,23.3955808170802,135.24724921781,19.5775181029301,170.97423354964,41.645169448803,59.3770767810425,16977.9082934088,35748.0422838559,16512.577701207,19150.6072010598,10609.8402710791,15523.1121237956,14501.892335173,40697.6035960569,15506.5758437408,17894.590037484,22314.7485654615,10752.0442891701,15456.750947691,6516.50158351549,14966.279296087,14066.345054916,3043.72926908471,15679.7554774666,649.324028537769,4164.72812474789,405.617306054372,2378.22558097389,1676.88688079802,1378.14768608,
,5119.55485985174,782.001168641946,73177.8661607502,12856.1118626702,40.0175453197106,1728.00302751404,24008.3365461764,4003.37222343333,86920.5919839324,25831.2412295893,563.338237862786,10920.5648456708,126852,7701069.33333333,215382.833333333,1275817.83333333,7866219,10183.5,400.007292826565,776.816496836937,403.03507417143,537.684907135866,802.128693668873,426.747996186885,3.3332466959741,111.222813622007,20.3565691716237,165.026278258772,30.5055825868638,58.7594273145156,17626.7044075617,34707.3429604845,20447.39314436,26568.505036694,6324.57414286071,14803.1160064661,12772.3841969274,39441.4633132312,15191.4759213347,22666.7384753248,18133.5320419597,12973.2735747244,15000.0694747941,6046.34618329575,14955.5670690741,13900.0321600467,2709.14688018287,14704.8019888551,22.9197040552059,3715.62701650196,445.031851126903,2210.20620605181,1002.58996043877,990.541584743038,
,4794.90833588838,1352.12530800857,53196.0474114344,16463.4508811315,110.873606555588,1007.66063177684,17105.2944390556,7736.3101919328,73629.4354423474,33741.3056026049,1862.1320157383,3522.85496335486,119617.833333333,6372021.5,179014,1113122.66666667,9655017.16666667,10172.5,400.032976516564,753.90331398896,403.268675796528,496.459950321458,799.544055459004,413.078174178432,1.46888099144654,131.575751940066,16.89057942787,134.214560508524,47.295608294331,33.3167397203676,14936.3054760075,27529.7474178627,19852.0020070321,23061.403477191,11091.6945038163,12374.5605031396,11007.9723292371,33954.8486858642,15407.3643747631,21351.3325481869,20372.3212247903,7776.16425738507,14999.7419390933,7564.58169369147,14955.2612545437,14374.3648257597,4206.97718107605,14907.250724632,19.410840883755,4219.21929774477,413.295322049486,1870.70658456737,2175.94559259933,604.345716788587,
