Date,AlgaeMeanCC,AlgaeMeanCI,AlgaeMeanHA,AlgaeMeanLA,AlgaeMeanNONE,AlgaeMeanSN,AlgaeMeanWAT,AlgaeSTDCC,AlgaeSTDCI,AlgaeSTDHA,AlgaeSTDLA,AlgaeSTDNONE,AlgaeSTDSN,AlgaeSTDWAT,ClassCountCC,ClassCountCI,ClassCountHA,ClassCountLA,ClassCountNONE,ClassCountSN,ClassCountWAT,DensityMeanCC,DensityMeanCI,DensityMeanHA,DensityMeanLA,DensityMeanNONE,DensityMeanSN,DensityMeanWAT,DensitySTDCC,DensitySTDCI,DensitySTDHA,DensitySTDLA,DensitySTDNONE,DensitySTDSN,DensitySTDWAT,DustMeanCC,DustMeanCI,DustMeanHA,DustMeanLA,DustMeanNONE,DustMeanSN,DustMeanWAT,DustSTDCC,DustSTDCI,DustSTDHA,DustSTDLA,DustSTDNONE,DustSTDSN,DustSTDWAT,GrainMeanCC,GrainMeanCI,GrainMeanHA,GrainMeanLA,GrainMeanNONE,GrainMeanSN,GrainMeanWAT,GrainSTDCC,GrainSTDCI,GrainSTDHA,GrainSTDLA,GrainSTDNONE,GrainSTDSN,GrainSTDWAT
20190601,17366.601110885968,24828.256614375747,324179.5050032276,122607.121546154,,11902.18583311475,1737.501479301545,82222.99849807416,80692.66736510486,150754.1226540586,151530.81159542524,,40921.587642923456,22227.691278985516,579931.0,6781014.0,761950.0,1237488.0,0.0,9831664.0,68189.0,293.02696916670084,513.6747158367297,228.59475305863026,311.385493538448,,520.0019631870397,147.4702835177331,149.4523569831471,325.28326541965646,157.87822708499428,169.74254432779043,,304.4523267664722,125.6197606519381,14765.543479049817,22853.808819468515,7019.926840099683,434.3318602816992,,15375.932956173838,10362.924252598885,21845.144125125218,34470.92777456428,21756.328662420736,3194.6237218740844,,39455.12009893891,25966.213402255038,19325.37792286676,20006.247745029243,22700.4309017408,15638.259813804352,,21540.508139680624,24203.388529896558,6263.390870228178,6075.914731888417,7114.245723985442,1754.6862124501847,,9140.608645633298,6163.491768742822
20190604,17018.252845637748,25675.59218396837,305197.64276497765,118663.27899558,,14728.589670569285,1650.685285083757,80272.48656138545,82100.75995238087,147034.74993559901,146761.5690405823,,52876.76395536375,22159.998268452782,569699.0,6819309.0,636982.0,1239474.0,0.0,9931702.0,63070.0,287.9174914766292,510.8779186237341,245.025480987269,316.45138592360865,,512.8947757159286,131.83185165246442,159.88390680852527,327.04709875692384,171.09206903777297,163.2539897711802,,313.0084660693103,136.2977096142464,14064.654378687199,21658.71133223015,5416.693896574639,433.4409896531128,,14637.525487856015,9808.676959155751,20554.469612906072,32675.624612543652,17940.545560073977,3140.114369843432,,37764.178805181466,24690.508535085664,19028.915963252242,19636.567828343057,21088.636873605934,15589.09797858364,,21032.81587703981,23969.930051880343,5917.233092272876,5872.004879014487,6727.649495542871,1600.2257399794332,,8841.142957174694,5774.614620050256
20190607,16777.967430834593,25993.40477582794,273284.7138902941,114732.39827190095,,17671.963290602533,1656.8496025500572,78534.84696422452,82115.92020189032,144420.10119449755,141995.66050428987,,62743.22488918487,22555.91240260712,555986.0,6855052.0,526174.0,1241434.0,0.0,10025573.0,56017.0,284.58952329316645,508.0821923505776,275.68911902075723,321.50876643743334,,505.6789922294504,116.22260850215322,170.2109205772627,329.6448014281135,175.34431737319156,157.02794355543125,,322.38221729402284,150.25103700779152,13196.0222103635,20439.91054351781,4142.425341480017,431.10656614625435,,13906.159603627051,8911.202620799084,19002.992748687528,30865.166749504984,14329.42340694599,3095.0908165688734,,36091.05579800621,23169.937600051835,18689.749674975083,19262.716735587263,19270.35176532372,15548.832649684082,,20514.05937503,23578.03880964708,5559.584569654713,5669.087658420052,6019.417743535362,1483.5342644267841,,8542.672063061576,5493.686752846687
20190610,0.0,336.0157548056912,103276.17873128207,4377.1877453861625,,0.0,0.0,0.0,1446.6641719793085,78130.25661626885,7771.098152350492,,0.0,0.0,406359.0,6899736.0,341384.0,1296426.0,0.0,10285272.0,51509.0,400.0,768.4508363798268,400.2542591334099,503.34673942053,,796.5474320951356,400.0,0.0,72.15027992545377,5.592705612309227,115.5009089906368,,25.079835878380987,0.0,9985.148600129442,18259.123972279518,3199.4908958826422,462.00862987937614,,5363.224715885005,0.0,11779.012590384558,27546.187210374355,10253.90853134486,4004.0869722221587,,19653.678372966704,0.0,15000.0,7261.105497369755,14993.294940594757,14484.723385677238,,3008.032845412353,15000.0,0.0,2661.772061183713,144.43378628337038,1353.113686381344,,143.8665645233399,0.0
20190613,0.0,375.13591329781184,86679.46616766404,3850.6398845217896,,0.0,0.0,0.0,1515.256245492322,75441.59162280809,7224.220315437072,,0.0,0.0,393955.0,8217555.0,477753.0,2097019.0,0.0,7952255.0,73970.0,400.0,765.4440645666504,400.15928733048247,500.92121244490386,,797.0186946972902,400.0,0.0,72.52299166567809,4.4210191062792,116.82388975525036,,21.73280812791685,0.0,10420.568339023492,11606.199167513938,2592.511193022336,707.0775229027491,,6039.609519563946,0.0,11915.569334467544,24339.329547127167,8665.025272883633,4105.594308769729,,20649.75151448609,0.0,15000.0,8404.38123018343,14996.144451212238,14597.667450795627,,3028.5403322705324,15000.0,0.0,3121.708129693537,109.90564281281134,1229.545028060295,,261.6868510669908,0.0
20190616,51585.44723953461,708.6540510552879,63355.92151523253,5216.546849298382,,98.74869389406756,69.88630076352814,105745.23925122274,3452.0460653229275,79595.04174630372,11057.127727591975,,910.2080093911612,2776.6889160090827,426411.0,8194103.0,498164.0,1763716.0,0.0,8256413.0,20656.0,400.0,768.2357962619154,400.1509829809344,505.19264844388647,,811.9717883021871,400.0,0.0,117.32014241548418,5.320427166542479,140.78266758389427,,47.270084134422156,0.0,7949.3309104529235,16499.085117326784,4563.805436419678,2066.627263929438,,14377.021750936414,25.623824277968374,9989.758100516696,31924.130593765523,7952.816885767422,4454.044553247331,,30276.491273153017,239.50745267866625,15000.0,7761.988050605251,14996.063258571188,14413.028838786153,,2234.7199512842735,15000.0,0.0,4260.354271003329,136.6526473643737,1790.5085284051324,,1276.4265759331606,0.0
20190619,67184.50737870715,1088.9972585492494,76562.29279898318,7157.568596277455,,197.46105239648247,152.88784350192506,137528.98369933313,6327.2084364944385,99759.15736518304,16511.980789143247,,1819.4865960730126,4827.379874609274,426391.0,8193941.0,498136.0,1763689.0,0.0,8256413.0,20893.0,400.0,779.0358213639634,400.185147372261,515.9721794164718,,827.1210823807946,397.24719830975516,0.0,160.45949288364642,6.946119497905693,176.5688804441181,,83.16760981224864,29.694017636603995,8814.657706859936,22596.98860762744,6803.970917867527,3519.554751432937,,22044.902377270668,102.35827447333703,10448.926200824417,41047.401542160085,8412.188067721612,5645.772216154796,,40919.35441544155,1277.7278552518858,15000.0,7360.384023825818,14995.185480041024,14264.329239128088,,3382.276384948973,15031.548502232466,0.0,4773.029711253325,178.2688700576339,2314.752353994384,,2170.1216002390574,406.82803249168967
20190622,5744.7104571649315,261.7463489327358,34224.4041633274,3067.021877570119,,24.9394325909266,61.92681029094761,12295.693387015992,1590.3951682634156,50608.66065447473,6341.670259572429,,336.8873262481285,2529.825407654975,528212.0,11263708.0,783604.0,3308457.0,0.0,3312425.0,17422.0,400.0,769.2352326999634,400.04981257539947,535.9142746402118,,802.2224503196301,400.0,0.0,89.2162449692152,2.46788347911723,125.10793006831626,,16.694717545654427,0.0,9811.329962632848,14243.360623340026,7386.6774544285145,3518.49181926466,,6521.501283467217,156.8578680850521,7897.4923275110095,24111.811851286388,6329.295581788503,4567.383249202243,,18509.265255231774,1052.5195404608698,15000.0,9596.641847920382,14997.978145423791,14620.058098248091,,2676.092221794538,15000.0,0.0,3840.680927146231,82.67814951237251,1176.7983058356124,,842.6903737229404,0.0
20190625,13946.459944113334,529.1533066494021,34662.893431432785,4546.456836055128,,61.51535506464296,83.35565504662047,24944.969119172267,3626.515379003535,54460.483576054336,8651.468416972935,,822.7566477996991,3033.5453289724464,528212.0,11263708.0,783604.0,3308457.0,0.0,3312425.0,17422.0,400.0,778.7599129088858,400.054470540392,548.2907994068938,,806.7136765360725,400.0,0.0,105.68047246942324,2.8383630779254783,139.11753944457084,,26.49493093747632,0.0,10428.559513562315,16418.80798835419,8289.829570945416,4032.831115330598,,8759.566967134686,182.06546001862273,7928.571420403128,27406.017155527723,6584.712774335277,5160.262224206756,,21132.10403712434,1214.502395702991,15000.0,9229.059905396065,14997.696115214658,14567.393316246491,,2135.2611086372635,15000.0,0.0,4262.0796895813655,94.86880994530216,1352.5752842957786,,1306.4164848224625,0.0
20190628,22148.2094310618,814.1623226264987,40138.496116802766,6477.9185584095485,,98.09127753835934,104.78449980229344,38539.30387835916,5799.915527375642,58423.33881226095,12596.015610007513,,1312.1801316957735,3600.1807733889245,528212.0,11263708.0,783604.0,3308457.0,0.0,3312425.0,17422.0,400.0,788.2845931178057,400.05912850538454,560.6673241735751,,811.2049027525153,400.0,0.0,124.76573076830721,3.2207235572795425,154.15320432131276,,38.04321800996521,0.0,11047.274158439748,18665.592923159336,9193.720439292174,4547.245639482897,,11034.14433702062,207.27305195219319,8033.838926404796,30786.655546234237,6917.570899876809,5760.8226193239025,,24181.76876885127,1378.9386124812036,15000.0,8911.40628132603,14997.41408500552,14514.728534244892,,2146.5700942495127,15000.0,0.0,4635.023960699621,107.13673875452734,1529.5488157263546,,1333.5262472085092,0.0
