Date,AlgaeMeanCC,AlgaeMeanCI,AlgaeMeanHA,AlgaeMeanLA,AlgaeMeanNONE,AlgaeMeanSN,AlgaeMeanWAT,AlgaeSTDCC,AlgaeSTDCI,AlgaeSTDHA,AlgaeSTDLA,AlgaeSTDNONE,AlgaeSTDSN,AlgaeSTDWAT,ClassCountCC,ClassCountCI,ClassCountHA,ClassCountLA,ClassCountNONE,ClassCountSN,ClassCountWAT,DensityMeanCC,DensityMeanCI,DensityMeanHA,DensityMeanLA,DensityMeanNONE,DensityMeanSN,DensityMeanWAT,DensitySTDCC,DensitySTDCI,DensitySTDHA,DensitySTDLA,DensitySTDNONE,DensitySTDSN,DensitySTDWAT,DustMeanCC,DustMeanCI,DustMeanHA,DustMeanLA,DustMeanNONE,DustMeanSN,DustMeanWAT,DustSTDCC,DustSTDCI,DustSTDHA,DustSTDLA,DustSTDNONE,DustSTDSN,DustSTDWAT,GrainMeanCC,GrainMeanCI,GrainMeanHA,GrainMeanLA,GrainMeanNONE,GrainMeanSN,GrainMeanWAT,GrainSTDCC,GrainSTDCI,GrainSTDHA,GrainSTDLA,GrainSTDNONE,GrainSTDSN,GrainSTDWAT
20170601,4488.452513276522,4551.591863026049,100776.98467966574,44699.410412711106,,341.7102966163294,30540.74074074074,33776.2780146692,17032.78081116061,118132.7991122626,64351.753761936525,,4359.335056662832,16584.283633875595,5398.0,2368022.0,11488.0,40028.0,0.0,15446767.0,45.0,143.4840064221317,626.3832571375324,412.3630454967503,489.5276639685554,,782.3561763226344,643.4074074074075,154.1604686892186,282.9152798244123,53.886933992400294,240.37053325716263,,127.25701222563872,223.39080398072568,22304.063233296278,43001.5909199042,45304.05640668523,100349.71353385963,,12595.772155213215,136170.3703703704,22133.5092390749,56340.12568103778,27658.690087708612,58022.03752830626,,30267.48497437045,43366.57541039861,19110.485364949982,3829.2092162432036,14322.179665738162,9560.38273208754,,2913.784137914863,10315.555555555555,4069.5363762307375,3559.7715464662256,1991.846817624035,5085.206426674127,,1659.2600089229654,4165.357423935646
20170604,5513.646120821816,487.54440883768297,55558.2685429115,29466.44142809158,,10.927997018174038,7978.395061728328,35599.15446258043,8052.338740564921,85205.31735596091,67699.6185816643,,591.867003164963,16983.184200034924,1087.0,7166554.0,15563.0,84355.0,0.0,10728102.0,108.0,399.63201471941125,790.7264495599969,399.50095311529486,479.36735621283066,,799.8324711429234,358.95061728395075,6.055007422963878,92.3657407785327,13.743170255994947,173.90473663162163,,22.492913630974012,53.210986496973355,10321.987120515163,24641.51064328362,17009.895264409162,17602.2365795349,,5984.793333744705,19259.25925925912,11616.00574854708,31107.443663612212,18325.61123660808,12052.785518921533,,19342.464181946747,11831.57988515785,15003.679852805888,6391.290011908086,15057.765212362656,15560.666231995732,,3201.2486147751665,16700.61728395061,60.550074229638774,4400.942182182731,261.35696807561226,1615.7726869696862,,1322.217091091365,1347.8681649753125
20170607,3376.7454350161292,274.63617539983284,49147.60625539678,15115.050281234033,,8.330645189649193,95238.09523809543,25361.06608209567,2124.8242911004213,65817.48493236615,17488.8426702171,,297.2079437455373,81092.31602822115,1064.0,9256246.0,14890.0,70404.0,0.0,8653077.0,12.0,400.0,760.778476346828,404.4488151204068,527.1823029535659,,799.0365409074386,400.0,0.0,98.49120934191949,22.49770119637884,140.22937167230904,,21.46938822984318,0.0,18075.993555316883,32420.926135405494,30064.472800537285,82043.74548524035,,3023.293910362763,37142.857142857225,5609.185377048698,38616.00712643842,16890.520977148313,31787.20079751834,,12911.310117593712,16903.085094570375,15000.0,4493.143131984298,14792.391825769932,11445.325752595234,,2977.8172220454862,15000.0,0.0,2429.562637167055,817.9433691531328,2626.6354770715325,,572.6835559557443,0.0
20170610,6176.154672395283,464.9441191231464,72047.87489206568,25548.10197472548,,15.474594429572015,130952.38095238105,37799.308871716086,4069.828862507558,88068.14731484777,30590.164051097236,,527.5504141581381,111501.93453880392,1064.0,9256246.0,14890.0,70404.0,0.0,8653077.0,12.0,400.0,751.4977577611612,405.88794013239954,544.7996055418929,,800.0444301076794,400.0,0.0,137.10887417871382,31.241802378359953,200.34552875860908,,34.89309555758979,0.0,20561.224489795946,44434.17928669079,35107.45466756213,108454.15641968402,,6462.501472845197,51071.42857142863,9893.487312974885,49633.73509832552,24337.01219596799,43546.4785016383,,19786.83509120974,23241.742005034208,15000.0,4093.154626925115,14714.765422623046,10182.3130990934,,2838.138898864695,15000.0,0.0,3032.340475290484,1124.9617298029766,3618.7243274884813,,943.8144934367134,0.0
20170613,0.0,49.06701190509696,95934.65082641269,2453.525686136524,,0.0,0.0,0.0,544.5745162889775,82563.66636288907,5957.743577956705,,0.0,0.0,84016.0,10659300.0,61531.0,355250.0,0.0,7675200.0,44818.0,400.0,793.9942397718423,400.26165672587797,530.5857846586911,,799.4130315822389,400.0,0.0,34.4147219515994,5.171777950343697,129.52147187583435,,9.241378184279935,0.0,17536.719196343554,19287.767958496337,15203.799710714924,2676.5235749472204,,3130.323639774859,0.0,15693.851529479858,27229.980536189247,17584.734899643918,5185.318066697752,,13548.26753767314,0.0,15000.0,5981.428799264492,14991.857762753732,14754.125263898664,,3004.024520533667,15000.0,0.0,2583.980116898551,157.0125828758625,933.7801307883943,,105.73795307655493,0.0
20170616,0.0,95.86821591351205,33660.582658209016,1631.3061216279693,,0.0,0.0,0.0,839.4487423706507,54929.226763409315,4879.194261627264,,0.0,0.0,54539.0,9921380.0,147874.0,845151.0,0.0,4785547.0,21749.0,400.0,770.0349245770245,401.78800871011805,514.0568963416005,,799.4330637647066,400.0,0.0,67.14167499705934,13.368419963450007,112.78339991628984,,9.338677462471214,0.0,14245.860760189957,30112.334675216556,12715.01413365433,9130.646476191827,,1691.6153994517242,0.0,14142.513068859782,33420.70741134254,13800.894672583652,17691.19464074541,,10773.916683134825,0.0,15000.0,6704.846402415794,14971.759741401465,14704.301361531843,,3004.475977354313,15000.0,0.0,3287.431552486569,289.6951217916822,1044.5480889579899,,106.46983262833919,0.0
20170619,13416.372135446345,526.5643090403731,48812.38997693507,22192.94781898966,,61.85288675016092,17142.8571428571,58914.88045719673,5890.5759207328065,76074.0398627708,52128.84110585,,1400.2374684233105,4285.714285714261,1253.0,8762415.0,24589.0,70187.0,0.0,6101921.0,4.0,400.0,731.0190137568892,401.97649355402825,493.9050577131703,,788.3606303185977,400.0,0.0,151.47725701229314,24.56318879805548,178.79101952552998,,68.06010003555836,0.0,15184.699578155283,38550.60619703587,22574.815684132842,35787.45758779096,,15339.848596157548,21428.57142857136,14089.639192781338,39804.86949296053,20991.120121131407,31880.766004111952,,31298.198828772784,0.0,15000.0,8281.440953044501,14974.744804587417,14500.597383723889,,4245.969893275059,15000.0,0.0,5422.443542607376,518.2317846670079,2488.829002606547,,3710.2936724885053,0.0
20170622,12715.421549899309,698.2821869037582,66615.22119470128,29227.531939438803,,81.25536020282001,5588.174488319196,54881.597254315566,7675.656163938523,97379.13419198166,67297.42308523,,1822.8453200880858,21858.522770820262,2767.0,8760524.0,24006.0,69842.0,0.0,6101848.0,1382.0,299.63343487015334,717.9558893965692,401.4906987538829,489.1653405441671,,785.7886004371143,212.5077527393012,132.80143530966905,199.1764320346264,34.57792815229702,244.5046506466542,,89.73510641641028,140.10613187124838,28180.856007021503,51999.77429595375,28062.41891907973,51758.8168396421,,22617.361986073734,37904.69299152361,24677.670602640308,49224.12171718862,24886.929102147027,38370.97926751087,,42527.66326636428,27523.579533771703,17736.227993184988,9258.291154403869,14988.377905523617,14816.94805008857,,4591.0639811789115,19352.69795327683,3688.4466442291264,6925.197319723466,738.9777161816263,3533.9638623691108,,4847.652061345051,3807.0665742412452
20170625,4749.22741062064,178.60501523773445,63645.630298100565,16841.70531666803,,56.361396178818566,5851.0638297872465,32085.02526212641,2303.5678185306133,90979.14283972762,31873.985324827743,,542.3577953099691,34383.190009081336,11757.0,12754849.0,65157.0,127210.0,0.0,4859177.0,329.0,400.05670380766065,781.2917607518007,403.48031165748375,537.3435002489323,,803.7577282462989,482.5734549138805,6.148115411949682,101.70291994730654,27.79704347798812,201.35707368426517,,29.966565894031525,181.0517420259478,20884.57939950671,54600.96561446286,36209.33540013615,77052.4853916098,,9051.751287649477,30927.051671732585,9827.913318996285,56744.803684202176,22188.511052381942,50976.742922741534,,23655.438298783763,45997.26231211772,15000.0,3735.712616694516,14890.034838927511,12537.528496187408,,2424.788944026254,13961.499493414387,0.0,3534.4227764793104,736.6233692150031,3277.8171856002955,,1504.415418536932,2668.28794067715
20170628,471.56301145662894,2101.5788325179738,18253.045035092902,19245.57087778225,,245.7853165243888,1964.2857142857208,8174.043018797459,16745.6199300021,47142.618370247816,57012.29835572491,,5036.336995916423,2433.2063614249687,9776.0,3201941.0,30002.0,42277.0,0.0,14577658.0,168.0,400.0,755.0037394728474,399.69859152246994,400.30107555949036,,778.0211363757575,382.82312925170066,0.0,157.81116202673368,8.877423886896398,97.63183437419029,,82.02649384390011,31.812723517079608,7284.822889876079,14704.814539502311,9183.578237641315,16532.207650901062,,13727.630617052078,9880.952380952402,5538.5881841686405,23678.008999179117,12499.511635870906,12225.898699294325,,28149.184455307168,8500.866969258199,15000.233808744451,11952.586839402367,15048.868170693382,15900.364602164631,,8905.180614648209,15433.673469387757,23.116343153244372,4977.471986405674,204.7067839522236,783.5966856825862,,4507.809395138993,733.0681654293163
