Date,AlgaeMeanCC,AlgaeMeanCI,AlgaeMeanHA,AlgaeMeanLA,AlgaeMeanNONE,AlgaeMeanSN,AlgaeMeanWAT,AlgaeSTDCC,AlgaeSTDCI,AlgaeSTDHA,AlgaeSTDLA,AlgaeSTDNONE,AlgaeSTDSN,AlgaeSTDWAT,ClassCountCC,ClassCountCI,ClassCountHA,ClassCountLA,ClassCountNONE,ClassCountSN,ClassCountWAT,DensityMeanCC,DensityMeanCI,DensityMeanHA,DensityMeanLA,DensityMeanNONE,DensityMeanSN,DensityMeanWAT,DensitySTDCC,DensitySTDCI,DensitySTDHA,DensitySTDLA,DensitySTDNONE,DensitySTDSN,DensitySTDWAT,DustMeanCC,DustMeanCI,DustMeanHA,DustMeanLA,DustMeanNONE,DustMeanSN,DustMeanWAT,DustSTDCC,DustSTDCI,DustSTDHA,DustSTDLA,DustSTDNONE,DustSTDSN,DustSTDWAT,GrainMeanCC,GrainMeanCI,GrainMeanHA,GrainMeanLA,GrainMeanNONE,GrainMeanSN,GrainMeanWAT,GrainSTDCC,GrainSTDCI,GrainSTDHA,GrainSTDLA,GrainSTDNONE,GrainSTDSN,GrainSTDWAT
20180601,6792.457627734309,1182.453135165733,228140.30017063054,35203.80574871977,,116.4895407402447,2234.927644808959,40066.3681376972,13571.502090957363,177524.56471224246,100080.39380800929,,1887.6992721564386,16850.421473017526,45883.0,2909591.0,28717.0,87289.0,0.0,13263351.0,25361.0,358.8075467311785,744.0082586636175,372.7501712110131,387.4176585824101,,791.4917303578363,271.40491305547886,81.75212391638496,212.86229953986702,68.19710583181039,267.54295615695213,,75.72326163950639,106.63707288898158,25921.801102804962,52737.335476589906,32801.88274076912,16121.122554579231,,8743.713284322577,7183.207812520537,25158.195962438862,66506.85065889049,30743.69938006308,34674.839566040966,,37178.9502521072,20931.760816954757,17707.357118467986,8625.699969514613,17560.330118048543,16991.090897287555,,3442.988402151661,21725.9440348041,6031.4734140693445,7627.703663703382,5950.240020638922,6477.566516954568,,2702.510517627811,7865.57651744744
20180604,5235.9949478613125,1225.22902862938,208869.30208762272,33219.12029282214,,112.87142458543934,1602.7642916502646,34240.29235141415,14391.648751872262,161505.63055924347,93628.21972507414,,1992.153474382168,13647.365251677978,43282.0,2913464.0,26713.0,85968.0,0.0,13267902.0,22863.0,351.31216980114897,742.3388264508038,378.9363480951845,383.8813667100937,,791.5066828199367,229.99256440537087,97.85794113888727,206.16779455880584,69.94469037018422,260.31287105224504,,73.34551011959736,120.64905944345146,25204.472991081744,48199.91426013844,31172.600107313545,14973.234226689005,,8018.182678768649,6521.9641633498095,23241.237410789738,61250.532747196434,27758.41351252816,32140.700967283563,,34216.232419639295,19004.697053011798,17097.12120511991,8256.059362097269,16220.479417012937,16153.172498293941,,3407.152082773393,21156.625697998217,5049.969221307658,7240.78530150239,4009.223637444973,5052.337253407844,,2546.865917510317,7034.631244921687
20180607,3990.1157144503118,1274.1823683982402,179528.00400622003,31105.244490683814,,111.59143798922331,1146.381578947368,28988.619746422333,15384.378916416035,141395.52405396913,86796.58622404416,,2562.615084485045,11578.309148204738,40502.0,2918521.0,25294.0,84584.0,0.0,13272443.0,18848.0,350.71469721659827,740.4713163505307,391.67523259798105,390.1570036886409,,791.4685301969902,194.45246179966014,110.6754164350629,201.70667052086648,51.991473466316755,248.68800524910492,,72.08918883399079,140.7391393075379,24692.89582407453,43653.68360663958,29759.956247858525,13931.62221381506,,7292.2765612931935,5587.843095642329,21489.9001088884,56074.008484634345,25453.578573378243,29668.748864914738,,31266.881758657208,16707.421353405458,16463.1623129722,7980.759569658748,15333.127750981786,15318.847536177052,,3377.059415512281,20607.123655913976,3987.7617043376813,6790.5430380311145,2059.9000134927815,3271.4267719702175,,2375.6799775680724,6254.799831978177
20180610,3078.1913898613047,1220.8130645291687,155025.70384352776,27822.531632861872,,104.4342629383042,979.8915310805166,24725.11798724836,14897.168653323914,124728.09656017314,78581.69860917519,,2553.168104306703,10938.290552068163,37421.0,2923417.0,24899.0,86329.0,0.0,13276141.0,11985.0,360.31604357624514,738.9286418370468,398.5951243021808,397.5154737496477,,791.4270655406082,185.95021554721146,111.6224897271968,198.43342376714062,26.94975688150505,226.7952884601732,,71.83242449626408,175.96236456857747,24601.925834869904,39111.895771284064,28441.021727780233,12528.910717526362,,6566.275345624405,4629.870671672923,19885.592622047694,51014.054378192646,23847.33756219332,26893.126946869703,,28335.87908730481,14265.332692849304,15776.77596358551,7725.057789110026,15041.993654363629,14997.197542733806,,3343.853850301835,19679.716312056742,2669.531672515435,6335.62535408779,774.1798703710502,2224.004006681563,,2190.9636895363133,5347.437642165484
20180613,2454.981445715145,162.63355993757347,118094.01997339145,5028.578576406521,,3.9523779002009336,17.474406952648824,24045.10508415206,2541.687594597262,96153.96156659175,17751.798115187245,,122.31324986981228,860.4147100544398,32915.0,2763219.0,25019.0,111922.0,0.0,13417420.0,4619.0,399.9991319632821,783.2792065030986,401.20137267105576,518.6040278050785,,800.1158802724901,400.0,0.1574810959976883,79.64851694390622,13.84262042673827,155.3665668917773,,13.56081909214819,0.0,21031.488031943747,20628.624492976134,19554.310152855258,2430.9723353253644,,2016.7104193120315,51.340735471499436,14454.491076568356,29767.574104663036,17852.010745287203,8883.803800338661,,10425.53754347506,512.3110294228827,15000.0,6482.87693240591,14953.886474850542,14563.83654943366,,2998.9192301607045,15000.0,0.0,3617.9453193019813,434.06357042626826,1494.4188884810608,,611.652967878553,0.0
20180616,3447.1728903008507,261.16386070316366,151341.8304124623,8355.703027471645,,9.685862536485086,41.88997720692415,32616.703095096054,3891.407044617565,112683.29046718426,27434.014599985152,,293.2574038871637,2137.358401494459,32916.0,2763205.0,25017.0,111918.0,0.0,13417420.0,4638.0,399.98697984479963,783.7770735690727,401.4926992502242,526.9728091740637,,800.8562440256239,399.2453643811988,1.3637641464061343,108.31575007623596,18.26808676371108,202.84700746344384,,23.014759459885536,14.322717430052359,20577.617485200426,29171.991013540934,18903.60269302589,3348.8804303150505,,3348.066649815795,162.0156471385447,15662.644483404287,37908.05345650338,18936.42075934804,10276.485431021221,,14907.054829253597,1456.7609051002728,15000.0,6327.977113533018,14940.828807839242,14464.713961497318,,3000.888578323659,15011.088523378303,0.0,4304.379018166396,578.8482352790879,1964.9929923620693,,833.9468206052992,225.16536915456834
20180619,1770.8808844507846,143.26208533140462,103398.15036752957,5344.656041779219,,10.176699574678882,551.7504992511233,19377.194976437007,1833.5042904764466,92406.80163888584,18335.909598310467,,284.0359826701828,10980.165051864282,35050.0,3694396.0,31290.0,111060.0,0.0,12443069.0,8012.0,400.003209700428,787.209214983992,401.3087248322148,521.1335089141005,,798.9586833441173,400.0280828756865,0.6009001547417585,68.6930873765774,13.619750733365713,136.17279422141112,,19.380179865495485,1.7772267347812116,20317.635520684737,18721.816604121486,17429.989613294983,3878.3821808031694,,2426.512201290533,39.86208187718423,14905.20529993955,27662.140103135254,17622.024401854258,8142.39766705935,,12805.064057411206,622.7496604701087,15000.0,6166.474235571931,14977.87631831256,14684.574779398523,,3115.701480076981,15000.0,0.0,3525.274840903297,283.9255723390479,1200.6985895148418,,891.6958407509347,0.0
20180622,2577.960057061341,301.51275066343726,130049.93608181528,8529.803709706464,,19.83614331801905,742.9480778831752,26331.154409892584,3466.111517602912,114045.77791696733,25850.74984077754,,434.85522579563286,14643.996176241832,35050.0,3694396.0,31290.0,111060.0,0.0,12443069.0,8012.0,400.0042796005706,794.6098902229214,401.54362416107386,541.1250675310642,,799.5093332681832,400.0374438342487,0.8012002063223446,95.80552245314142,18.152476377244028,176.1748892363573,,28.50509149158124,2.3696356463749475,20556.276747503565,26148.859651212264,17634.787472035794,5244.394921663966,,3678.6451156061253,95.7938092860709,15861.335420313999,34593.07911338651,18422.117409195424,9930.759414038626,,17450.64017736375,910.71917586909,15000.0,6176.215273078468,14976.222435282836,14676.521699981991,,3140.201746048342,15000.0,0.0,4113.514018311269,386.5677526852455,1593.0461572664965,,1195.1786358580755,0.0
20180625,3390.4192555435216,465.3633088267141,161059.9710751726,12220.112538165704,,29.495613136256374,919.1536203522504,33576.744203315735,5434.507926161529,136644.97142290714,35530.930254964536,,610.4433470427522,18126.603859947983,35086.0,3694240.0,31288.0,111029.0,0.0,12443058.0,8176.0,399.9006013794676,802.0409475291265,401.77863717719254,561.1805249079068,,800.0606462655724,393.71024951076316,5.498433747829535,128.32672128664743,22.921686499929763,220.04338445604716,,38.959117967856216,45.68635572518898,21182.7367040985,34176.14431520421,18593.41041293787,7068.316610975511,,4950.454201049292,645.7925636007827,16816.571803577168,43062.80442499502,19240.606099135675,13142.194237165384,,22530.76993998715,5413.607367005241,15000.972610157898,6279.487289672571,14974.566926617234,14668.619234614382,,3182.4459268774604,15134.631849315068,87.51205072974483,4773.296510640839,497.8694181078779,2030.7092105999561,,1503.6882294664974,1045.038482321855
20180628,593.2391100670762,272.74350709847874,71340.39960063128,5469.5712177786,,61.95445091281946,134.28721373495486,9973.03296181003,2383.7227204858373,86323.5320067327,19661.28626909626,,687.3541421481606,4427.46404501661,51232.0,4345925.0,41239.0,207233.0,0.0,11687731.0,22617.0,400.0912303451647,775.4876979959489,400.8957329332618,510.5651085031572,,802.2383423675864,402.9650647550611,5.237802650541765,84.1949650459072,11.20681035265802,130.60362133000928,,15.879926950770793,32.1720484648456,19507.27551394509,20082.96607691712,15503.064321763804,7642.659732512808,,668.557648744802,849.9281994498175,14827.870386541941,31662.479373519775,15056.679230194197,15990.417657379541,,5712.889813243056,6396.949691024744,14998.217825815389,5074.994171201356,14955.276611312423,14443.853264095296,,2711.057611349588,14964.724495425718,93.3487021492858,3531.232938641748,381.51972089038577,1529.7718319662486,,523.9057569809199,477.3604374361418
